"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"gene:Solyc00g500052.1",7.60222698633035,-1.94382821569247,1.58138881537868,-1.22919056767643,0.219000364555345,0.443740731966645,"gene:Solyc00g500052.1"
"gene:Solyc00g500054.1",209.237578942805,-2.53886085684153,1.08061482158631,-2.34945959108219,0.0188006846847646,0.0770137408696883,"gene:Solyc00g500054.1"
"gene:Solyc00g500058.1",6.0745204318307,0.556591298072305,0.888381667286325,0.626522719421354,0.530972139733755,0.733706405410181,"gene:Solyc00g500058.1"
"gene:Solyc00g500061.1",6.19033635398044,-2.45156884377814,1.04444858781844,-2.34723745368718,0.0189131971465769,0.0773567666253756,"gene:Solyc00g500061.1"
"gene:Solyc00g500062.1",15.8922864879368,-2.52383346293807,0.796355860257272,-3.16922821679583,0.00152844330199859,0.0100855583797273,"gene:Solyc00g500062.1"
"gene:Solyc00g500055.1",4.36044848839161,-1.47357477247659,1.42599014753165,-1.03336953276102,0.301430998783634,0.536536705438315,"gene:Solyc00g500055.1"
"gene:Solyc00g500056.1",39.2023326073131,-1.27854137610198,0.831070554607728,-1.53842699517306,0.12394424596168,0.305966019132298,"gene:Solyc00g500056.1"
"gene:Solyc00g500057.1",74.0533122876995,-3.27794849162762,1.09577898264572,-2.99143216245407,0.00277672224394329,0.0165366350324134,"gene:Solyc00g500057.1"
"gene:Solyc00g500065.1",5.90753803829169,-1.72473861137102,1.94823697508078,-0.885281735965156,0.376004698031187,0.607964295239602,"gene:Solyc00g500065.1"
"gene:Solyc00g500066.1",3.13667755909833,-4.578632041281,1.39324729232068,-3.28630248665658,0.00101511936556567,0.00716535685198148,"gene:Solyc00g500066.1"
"gene:Solyc00g500067.1",11.0629121117785,1.10800554538827,0.6661487994847,1.66330037109633,0.0962523244798782,0.257406884995536,"gene:Solyc00g500067.1"
"gene:Solyc00g500064.1",0,NA,NA,NA,NA,NA,"gene:Solyc00g500064.1"
